index	chapter	file	line	kind	voice	source	translation	terms
3730	17	noel2_007.dsf	285	narration		なにもかもが、ずっと遠い。	一切，都显得那么遥远。	[]
3731	17	noel2_007.dsf	289	narration		のどかな青空を見上げ、改めて思う。	仰望着悠然的蓝天，她再次想到。	[]
3732	17	noel2_007.dsf	293	narration		なんて遠いところに来てしまったのだろう。	自己究竟来到了多么遥远的地方啊。	[]
3733	17	noel2_007.dsf	297	narration		地球を半周して任務についても、こんな気持ちにはならなかったのに。	明明即使跨越半个地球去执行任务，也不曾有过这种感觉。	[]
3734	17	noel2_007.dsf	301	narration		いや――おかしいだろうか。	不——这么想很奇怪吗？	[]
3735	17	noel2_007.dsf	305	narration		帰るべき家も国ももたないくせに、遠くまで来た、だのと思うのは。	明明既没有可归的家，也没有可归的国家，却还会觉得自己来到了远方。	[]
3736	17	noel2_007.dsf	313	dialogue	vfnoel2_007rri009	【話者：天崎理理／中文名：天崎理理】「それにしても、遅いなぁ……」	「话说回来，好慢啊……」	[]
3737	17	noel2_007.dsf	321	dialogue	vfnoel2_007noe006	【話者：吉川ノエル／中文名：吉川诺艾尔】「……ええ」	「……嗯。」	[]
3738	17	noel2_007.dsf	330	narration		理理の声が、余計な思考を断った。再び周囲に注意をめぐらせる。	理理的声音打断了她的杂念。她再次留意起四周。	[]
3739	17	noel2_007.dsf	334	narration		敵の気配は今のところ感じられないが、硬い石畳に置いたつまさきが、そろそろ冷えて重くなってきた。	眼下还感觉不到敌人的气息，但踩在坚硬石板路上的脚趾已经渐渐冻得僵沉。	[]
3740	17	noel2_007.dsf	338	narration		理理の体調にも不安要素があるし、自分も身体を冷やしたくない。一瞬の動作の遅れが生死を分つこともある。	理理的身体状况也让人担心，自己也不想冻僵身体。动作哪怕慢上一瞬，也可能决定生死。	[]
3741	17	noel2_007.dsf	342	narration		こうしているのも、そろそろタイムリミットだろうかと思い始めたそのとき。	就在她开始觉得，继续这样等下去也快到极限时。	[]
3742	17	noel2_007.dsf	353	dialogue	vfnoel2_007jod000	【話者：女性端役（JOD）／中文名：女性端役（JOD）】「ごきげんよう、理理さま、ノエルさま！」	「贵安，理理大人、诺艾尔大人！」	"[{""source"": ""ごきげんよう"", ""target"": ""贵安"", ""mode"": ""preferred"", ""pronoun"": null, ""present_in_target"": true, ""type"": null, ""note"": null}, {""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3743	17	noel2_007.dsf	357	narration		明るい声が、二人にかけられた。	一道开朗的声音向两人打来招呼。	[]
3744	17	noel2_007.dsf	361	narration		身体を離し、理理が顔を上げる。	理理从她身边离开，抬起头来。	[]
3745	17	noel2_007.dsf	368	dialogue	vfnoel2_007rri010	【話者：天崎理理／中文名：天崎理理】「あら、ごきげんよう」	「哎呀，贵安。」	"[{""source"": ""ごきげんよう"", ""target"": ""贵安"", ""mode"": ""preferred"", ""pronoun"": null, ""present_in_target"": true, ""type"": null, ""note"": null}]"
3746	17	noel2_007.dsf	375	narration		話し掛けてきたのは、クラスメートの少女たちのグループだった。	前来搭话的是一群同班少女。	[]
3747	17	noel2_007.dsf	379	narration		皺(しわ)一つない制服に、磨きぬかれた靴、放課後は結ばないのが流行らしいサラサラの髪。	一丝褶皱也没有的制服，擦得锃亮的皮鞋，还有放学后似乎流行不扎起来的柔顺秀发。	[]
3748	17	noel2_007.dsf	383	narration		見るからに洗練されていて、上流階級の娘たちなのが一目でわかる。	她们看上去无不精致得体，一眼便知都是上流人家的千金。	[]
3749	17	noel2_007.dsf	388	dialogue	vfnoel2_007joe000	【話者：女性端役（JOE）／中文名：女性端役（JOE）】「お二人はこれからお買い物でいらっしゃるの？」	「两位接下来是要去购物吗？」	[]
3750	17	noel2_007.dsf	396	dialogue	vfnoel2_007rri011	【話者：天崎理理／中文名：天崎理理】「ちょっとブラブラして、お茶でもしてから帰ろうと思って。ここで雪野と合流する予定」	「我们打算随便逛逛，喝过茶再回去。约好在这里和雪野会合。」	[]
